Approved symbol	Ensembl ID(supplied by Ensembl)
MIR1289-2	ENSG00000221287
MIR1290	ENSG00000221662
MIR1291	ENSG00000281842
MIR1292	ENSG00000284481
MIR1293	ENSG00000221604
MIR1294	ENSG00000221430
MIR1295A	ENSG00000221390
MIR1295B	ENSG00000283598
MIR1296	ENSG00000221063
MIR1297	ENSG00000283126
MIR1298	ENSG00000221710
MIR1299	ENSG00000275377
MIR1301	ENSG00000221445
MIR1302-1	ENSG00000283507
MIR1302-2	ENSG00000284332
MIR1302-2HG	ENSG00000243485
MIR1302-3	ENSG00000221055
MIR1302-4	ENSG00000221628
MIR1302-5	ENSG00000221091
MIR1302-6	ENSG00000221393
MIR1302-7	ENSG00000221768
MIR1302-8	ENSG00000221269
MIR1302-9	ENSG00000283921
MIR1302-10	ENSG00000284557
MIR1302-11	ENSG00000283801
MIR1303	ENSG00000221552
MIR1304	ENSG00000284458
MIR1305	ENSG00000221227
MIR1306	ENSG00000284464
MIR1307	ENSG00000283867
MIR1321	ENSG00000283435
MIR1322	ENSG00000283210
MIR1323	ENSG00000221017
MIR1324	ENSG00000283894
MIR1343	ENSG00000251862
MIR1468	ENSG00000222532
MIR1469	ENSG00000283888
MIR1470	ENSG00000269782
MIR1471	ENSG00000222246
MIR1537	ENSG00000222831
MIR1538	ENSG00000223109
MIR1539	ENSG00000284239
MIR1587	ENSG00000263972
MIR1825	ENSG00000284125
MIR1827	ENSG00000221476
MIR1843	
MIR1908	ENSG00000284416
MIR1909	ENSG00000284216
MIR1910	ENSG00000283416
MIR1911	ENSG00000222715
MIR1912	ENSG00000222321
MIR1913	ENSG00000222958
MIR1914	ENSG00000284433
MIR1915	ENSG00000222071
MIR1915HG	ENSG00000204682
MIR1972-1	ENSG00000238728
MIR1972-2	ENSG00000239118
MIR1973	ENSG00000284253
MIR1976	ENSG00000238705
MIR2052	ENSG00000283188
MIR2052HG	ENSG00000254349
MIR2053	ENSG00000238399
MIR2054	ENSG00000283550
MIR2110	ENSG00000284442
MIR2113	ENSG00000238367
MIR2114	ENSG00000252454
MIR2115	ENSG00000252466
MIR2116	ENSG00000253030
MIR2117	ENSG00000284344
MIR2117HG	ENSG00000267151
MIR2276	ENSG00000252695
MIR2277	ENSG00000284336
MIR2278	ENSG00000252153
MIR2355	ENSG00000253008
MIR2392	ENSG00000266461
MIR2467	ENSG00000264292
MIR2681	ENSG00000265164
MIR2682	ENSG00000284247
MIR2861	ENSG00000284547
MIR2909	ENSG00000276326
MIR3059	
MIR3064	ENSG00000284564
MIR3065	ENSG00000211563
MIR3074	ENSG00000207617
MIR3085	
MIR3115	ENSG00000263793
MIR3116-1	ENSG00000263908
MIR3116-2	ENSG00000283690
MIR3117	ENSG00000264720
MIR3118-1	ENSG00000266299
MIR3118-2	ENSG00000265322
MIR3118-3	ENSG00000277243
MIR3118-4	ENSG00000265793
MIR3119-1	ENSG00000283340
MIR3119-2	ENSG00000263390
MIR3120	ENSG00000283152
MIR3121	ENSG00000265435
MIR3122	ENSG00000264358
MIR3123	ENSG00000265831
MIR3124	ENSG00000264500
MIR3125	ENSG00000264370
MIR3126	ENSG00000266649
MIR3127	ENSG00000264157
MIR3128	ENSG00000265396
MIR3129	ENSG00000264725
MIR3130-1	ENSG00000283469
MIR3130-2	ENSG00000263468
MIR3131	ENSG00000264755
MIR3132	ENSG00000265252
MIR3133	ENSG00000263752
MIR3134	ENSG00000264354
MIR3135A	ENSG00000266745
MIR3135B	ENSG00000263649
MIR3136	ENSG00000265355
MIR3137	ENSG00000265333
MIR3138	ENSG00000264931
MIR3139	ENSG00000265623
MIR3140	ENSG00000264678
MIR3141	ENSG00000264760
MIR3142	ENSG00000265237
MIR3142HG	ENSG00000253522
MIR3143	ENSG00000265565
MIR3144	ENSG00000265725
MIR3145	ENSG00000266555
MIR3146	ENSG00000265932
MIR3147	ENSG00000266168
MIR3148	ENSG00000264788
MIR3149	ENSG00000266712
MIR3150A	ENSG00000283522
MIR3150B	ENSG00000284147
MIR3150BHG	ENSG00000245080
MIR3151	ENSG00000265657
MIR3152	ENSG00000264638
MIR3153	ENSG00000265112
MIR3154	ENSG00000264823
MIR3155A	ENSG00000263628
MIR3155B	ENSG00000283634
MIR3156-1	ENSG00000263476
MIR3156-2	ENSG00000265499
MIR3156-3	ENSG00000266211
MIR3157	ENSG00000266407
MIR3158-1	ENSG00000263436
MIR3158-2	ENSG00000283558
MIR3159	ENSG00000264603
MIR3160-1	ENSG00000265014
MIR3160-2	ENSG00000283497
MIR3161	ENSG00000263693
MIR3162	ENSG00000264559
MIR3163	ENSG00000266423
MIR3164	ENSG00000265539
MIR3165	ENSG00000263742
MIR3166	ENSG00000266581
MIR3167	ENSG00000266215
MIR3168	ENSG00000264226
MIR3169	ENSG00000266663
MIR3170	ENSG00000263399
MIR3171	ENSG00000264657
MIR3173	ENSG00000264607
MIR3174	ENSG00000265871
MIR3175	ENSG00000284324
MIR3176	ENSG00000266235
MIR3177	ENSG00000265820
MIR3178	ENSG00000266232
MIR3179-1	ENSG00000284305
MIR3179-2	ENSG00000257381
MIR3179-3	ENSG00000266454
MIR3179-4	ENSG00000277014
MIR3180-1	ENSG00000265537
MIR3180-2	ENSG00000265373
MIR3180-3	ENSG00000266291
MIR3180-4	ENSG00000264115
MIR3180-5	ENSG00000264397
MIR3181	ENSG00000264947
MIR3182	ENSG00000263785
MIR3183	ENSG00000264429
MIR3184	ENSG00000284399
MIR3185	ENSG00000263602
MIR3186	ENSG00000266189
MIR3187	ENSG00000263414
MIR3188	ENSG00000267959
MIR3189	ENSG00000264175
MIR3190	ENSG00000265134
MIR3191	ENSG00000284411
MIR3192	ENSG00000265137
MIR3193	ENSG00000264395
MIR3194	ENSG00000266761
MIR3195	ENSG00000265306
MIR3196	ENSG00000266463
MIR3197	ENSG00000263681
MIR3198-1	ENSG00000264757
MIR3198-2	ENSG00000283803
MIR3199-1	ENSG00000264073
MIR3199-2	ENSG00000283225
MIR3200	ENSG00000264661
MIR3201	ENSG00000266508
MIR3202-1	ENSG00000265176
MIR3202-2	ENSG00000283694
MIR3529	ENSG00000283484
MIR3591	ENSG00000207778
MIR3605	ENSG00000284154
MIR3606	ENSG00000284180
MIR3609	ENSG00000266019
MIR3610	ENSG00000283956
MIR3611	ENSG00000266228
MIR3612	ENSG00000265635
MIR3613	ENSG00000264864
MIR3614	ENSG00000284542
MIR3615	ENSG00000284186
MIR3616	ENSG00000264901
MIR3617	ENSG00000266071
MIR3618	ENSG00000284140
MIR3619	ENSG00000266533
MIR3620	ENSG00000284163
MIR3621	ENSG00000263697
MIR3622A	ENSG00000284351
MIR3622B	ENSG00000265075
MIR3646	ENSG00000266151
MIR3648-1	ENSG00000275708
MIR3648-2	ENSG00000264462
MIR3649	ENSG00000266043
MIR3650	ENSG00000265304
MIR3651	ENSG00000281156
MIR3652	ENSG00000284503
MIR3654	ENSG00000284135
MIR3655	ENSG00000284325
MIR3657	ENSG00000266370
MIR3658	ENSG00000283936
MIR3659	ENSG00000265596
MIR3659HG	
MIR3660	ENSG00000264342
MIR3661	ENSG00000266751
MIR3662	ENSG00000283409
MIR3663	ENSG00000266782
MIR3663HG	ENSG00000234474
MIR3664	ENSG00000263744
MIR3665	ENSG00000266325
MIR3666	ENSG00000272230
MIR3667	ENSG00000264139
MIR3668	ENSG00000263514
MIR3670-1	ENSG00000263918
MIR3670-2	ENSG00000264722
MIR3670-3	ENSG00000265776
MIR3670-4	ENSG00000274025
MIR3671	ENSG00000265996
MIR3672	ENSG00000265456
MIR3674	ENSG00000283858
MIR3675	ENSG00000263811
MIR3677	ENSG00000266643
MIR3678	ENSG00000264511
MIR3679	ENSG00000263813
MIR3680-1	ENSG00000265462
MIR3680-2	ENSG00000266758
MIR3681	ENSG00000264089
MIR3681HG	ENSG00000224184
MIR3682	ENSG00000265452
MIR3683	ENSG00000266287
MIR3684	ENSG00000265213
MIR3685	ENSG00000265917
MIR3686	ENSG00000263763
MIR3687-2	ENSG00000264063
MIR3688-1	ENSG00000264105
MIR3688-2	ENSG00000283379
MIR3689A	ENSG00000265872
MIR3689B	ENSG00000264163
MIR3689C	ENSG00000264744
MIR3689D1	ENSG00000265848
MIR3689D2	ENSG00000264136
MIR3689E	ENSG00000266827
MIR3689F	ENSG00000266514
MIR3690	ENSG00000265658
MIR3691	ENSG00000265083
MIR3692	ENSG00000266617
MIR3713	ENSG00000266449
MIR3714	ENSG00000283885
MIR3907	ENSG00000265810
MIR3908	ENSG00000266655
MIR3909	ENSG00000266320
MIR3910-1	ENSG00000266855
MIR3910-2	ENSG00000283351
MIR3911	ENSG00000283874
MIR3912	ENSG00000264249
MIR3913-1	ENSG00000264405
MIR3913-2	ENSG00000283677
MIR3914-1	ENSG00000265878
MIR3914-2	ENSG00000283278
MIR3915	ENSG00000263600
MIR3916	ENSG00000283881
MIR3917	ENSG00000283938
MIR3918	ENSG00000265558
MIR3919	ENSG00000263634
MIR3920	ENSG00000263885
MIR3921	ENSG00000264897
MIR3922	ENSG00000264295
MIR3923	ENSG00000265193
MIR3924	ENSG00000264747
MIR3925	ENSG00000263894
MIR3926-1	ENSG00000266206
MIR3926-2	ENSG00000283523
MIR3927	ENSG00000263861
MIR3928	ENSG00000264141
MIR3929	ENSG00000265641
MIR3934	ENSG00000266509
MIR3935	ENSG00000265281
MIR3936	ENSG00000263597
MIR3936HG	ENSG00000233006
MIR3937	ENSG00000263730
MIR3938	ENSG00000264013
MIR3939	ENSG00000265828
MIR3940	ENSG00000284159
MIR3941	ENSG00000265442
MIR3942	ENSG00000265102
MIR3943	ENSG00000264069
MIR3944	ENSG00000265395
MIR3945	ENSG00000266698
MIR3945HG	ENSG00000251230
MIR3960	ENSG00000283863
MIR3972	ENSG00000266634
MIR3973	ENSG00000263389
MIR3974	ENSG00000283665
MIR3975	ENSG00000283514
MIR3976	ENSG00000272380
MIR3976HG	ENSG00000261738
MIR3977	ENSG00000283359
MIR3978	ENSG00000265584
MIR4251	ENSG00000283572
MIR4252	ENSG00000265392
MIR4253	ENSG00000264014
MIR4254	ENSG00000266580
MIR4255	ENSG00000264698
MIR4256	ENSG00000283296
MIR4257	ENSG00000264553
MIR4258	ENSG00000264349
MIR4259	ENSG00000266458
MIR4260	ENSG00000283876
MIR4261	ENSG00000265418
MIR4262	ENSG00000265172
MIR4263	ENSG00000265321
MIR4264	ENSG00000266436
MIR4265	ENSG00000264934
MIR4266	ENSG00000265965
MIR4267	ENSG00000265682
MIR4268	ENSG00000266518
MIR4269	ENSG00000265215
MIR4270	ENSG00000263573
MIR4271	ENSG00000264633
MIR4272	ENSG00000283298
MIR4273	ENSG00000266396
MIR4274	ENSG00000266690
MIR4275	ENSG00000283275
MIR4276	ENSG00000265846
MIR4277	ENSG00000263746
MIR4278	ENSG00000283420
MIR4279	ENSG00000266243
MIR4280	ENSG00000265919
MIR4281	ENSG00000266329
MIR4282	ENSG00000266180
MIR4283-1	ENSG00000264426
MIR4283-2	ENSG00000265214
MIR4284	ENSG00000265724
MIR4285	ENSG00000264675
MIR4286	ENSG00000263762
MIR4287	ENSG00000265847
MIR4288	ENSG00000265251
MIR4289	ENSG00000265873
MIR4290	ENSG00000263967
MIR4290HG	ENSG00000227555
MIR4291	ENSG00000265347
MIR4292	ENSG00000265806
MIR4293	ENSG00000266321
MIR4294	ENSG00000264800
MIR4295	ENSG00000264763
MIR4296	ENSG00000264572
MIR4297	ENSG00000266676
MIR4298	ENSG00000264493
MIR4299	ENSG00000266645
MIR4300	ENSG00000264110
MIR4300HG	ENSG00000245832
MIR4301	ENSG00000265140
MIR4302	ENSG00000283603
MIR4303	ENSG00000263890
MIR4304	ENSG00000265526
MIR4305	ENSG00000264171
MIR4306	ENSG00000263615
MIR4307	ENSG00000265165
MIR4307HG	ENSG00000257612
MIR4308	ENSG00000265432
MIR4309	ENSG00000266015
MIR4310	ENSG00000264850
MIR4311	ENSG00000263512
MIR4312	ENSG00000265195
MIR4313	ENSG00000284385
MIR4314	ENSG00000264005
MIR4315-1	ENSG00000284055
MIR4315-2	ENSG00000284172
MIR4316	ENSG00000264060
MIR4317	ENSG00000283532
MIR4318	ENSG00000266530
MIR4319	ENSG00000265957
MIR4320	ENSG00000283343
MIR4321	ENSG00000284272
MIR4322	ENSG00000264266
MIR4323	ENSG00000266226
MIR4324	ENSG00000265407
MIR4325	ENSG00000266666
MIR4326	ENSG00000266104
MIR4327	ENSG00000265007
MIR4328	ENSG00000283622
MIR4329	ENSG00000283775
MIR4330	ENSG00000265789
MIR4418	ENSG00000266564
MIR4420	ENSG00000264773
MIR4421	ENSG00000265538
MIR4422	ENSG00000265822
MIR4422HG	ENSG00000231090
MIR4423	ENSG00000266110
MIR4424	ENSG00000266417
MIR4425	ENSG00000264371
MIR4426	ENSG00000283795
MIR4427	ENSG00000265744
MIR4428	ENSG00000266262
MIR4429	ENSG00000264010
MIR4430	ENSG00000283591
MIR4431	ENSG00000264975
MIR4432	ENSG00000266078
MIR4432HG	
MIR4433A	ENSG00000283222
MIR4433B	ENSG00000264297
MIR4434	ENSG00000283204
MIR4435-1	ENSG00000265507
MIR4435-2	ENSG00000266139
MIR4435-2HG	ENSG00000172965
MIR4436A	ENSG00000265510
MIR4436B1	ENSG00000264979
MIR4436B2	ENSG00000263881
MIR4437	ENSG00000266705
MIR4438	ENSG00000265734
MIR4439	ENSG00000263828
MIR4440	ENSG00000266109
MIR4441	ENSG00000264810
MIR4442	ENSG00000283971
MIR4443	ENSG00000265483
MIR4444-1	ENSG00000284252
MIR4444-2	ENSG00000266780
MIR4445	ENSG00000265956
MIR4446	ENSG00000265253
MIR4447	ENSG00000265433
MIR4448	ENSG00000263932
MIR4449	ENSG00000264585
MIR4450	ENSG00000263445
MIR4451	ENSG00000266421
MIR4452	ENSG00000266515
MIR4453	ENSG00000283792
MIR4453HG	ENSG00000268471
MIR4454	ENSG00000283468
MIR4455	ENSG00000263458
MIR4456	ENSG00000264233
MIR4457	ENSG00000263670
MIR4458	ENSG00000284000
MIR4458HG	ENSG00000247516
MIR4460	ENSG00000265691
MIR4462	ENSG00000263926
MIR4463	ENSG00000263533
MIR4464	ENSG00000266760
MIR4465	ENSG00000264390
MIR4466	ENSG00000271899
MIR4467	ENSG00000284596
MIR4468	ENSG00000284028
MIR4469	ENSG00000284062
MIR4470	ENSG00000264408
MIR4471	ENSG00000265599
MIR4472-1	ENSG00000265247
MIR4472-2	ENSG00000264037
MIR4473	ENSG00000263790
MIR4474	ENSG00000264941
MIR4475	ENSG00000266255
MIR4476	ENSG00000265368
MIR4477A	ENSG00000276029
MIR4477B	ENSG00000266017
MIR4478	ENSG00000266583
MIR4479	ENSG00000266507
MIR4480	ENSG00000263584
MIR4481	ENSG00000283699
MIR4482	ENSG00000266852
MIR4483	ENSG00000283656
MIR4484	ENSG00000265092
MIR4485	ENSG00000283813
MIR4486	ENSG00000265210
MIR4487	ENSG00000264583
MIR4488	ENSG00000266006
MIR4489	ENSG00000265874
MIR4490	ENSG00000266703
MIR4491	ENSG00000264032
MIR4492	ENSG00000264211
MIR4493	ENSG00000265357
MIR4494	ENSG00000264906
MIR4495	ENSG00000265861
MIR4496	ENSG00000284388
MIR4497	ENSG00000263510
MIR4498	ENSG00000266704
MIR4499	ENSG00000263978
MIR4500	ENSG00000266052
MIR4500HG	ENSG00000228824
MIR4501	ENSG00000283487
MIR4502	ENSG00000265450
MIR4503	ENSG00000266327
MIR4504	ENSG00000264712
MIR4505	ENSG00000264741
MIR4506	ENSG00000265768
MIR4507	ENSG00000264024
MIR4508	ENSG00000265673
MIR4509-1	ENSG00000276941
MIR4509-2	ENSG00000266039
MIR4509-3	ENSG00000263964
MIR4510	ENSG00000265098
MIR4511	ENSG00000264737
MIR4512	ENSG00000266589
MIR4513	ENSG00000264386
MIR4514	ENSG00000265855
MIR4515	ENSG00000263643
MIR4516	ENSG00000265867
MIR4517	ENSG00000284541
MIR4518	ENSG00000266305
MIR4519	ENSG00000265991
MIR4520-1	ENSG00000264468
MIR4520-2	ENSG00000283301
MIR4521	ENSG00000283160
MIR4522	ENSG00000263583
MIR4523	ENSG00000284162
MIR4524A	ENSG00000283385
MIR4524B	ENSG00000265331
MIR4525	ENSG00000266107
MIR4526	ENSG00000263527
MIR4527	ENSG00000266582
MIR4527HG	ENSG00000267761
MIR4528	ENSG00000263872
MIR4529	ENSG00000264571
MIR4530	ENSG00000266559
MIR4531	ENSG00000283673
MIR4533	ENSG00000266140
MIR4534	ENSG00000284266
MIR4535	ENSG00000266887
MIR4536-1	ENSG00000283334
MIR4536-2	ENSG00000266328
MIR4537	ENSG00000264781
MIR4538	ENSG00000263413
MIR4539	ENSG00000265612
MIR4540	ENSG00000264922
MIR4632	ENSG00000263676
MIR4633	ENSG00000264563
MIR4634	ENSG00000266890
MIR4635	ENSG00000263834
MIR4636	ENSG00000266415
MIR4637	ENSG00000264792
MIR4638	ENSG00000264732
MIR4639	ENSG00000263712
MIR4640	ENSG00000284370
MIR4641	ENSG00000266494
MIR4642	ENSG00000266619
MIR4643	ENSG00000263734
MIR4644	ENSG00000266245
MIR4645	ENSG00000266750
MIR4646	ENSG00000266776
MIR4647	ENSG00000284427
MIR4648	ENSG00000264357
MIR4649	ENSG00000284412
MIR4650-1	ENSG00000266525
MIR4650-2	ENSG00000264494
MIR4651	ENSG00000284334
MIR4652	ENSG00000265423
MIR4653	ENSG00000264425
MIR4654	ENSG00000266144
MIR4655	ENSG00000265089
MIR4656	ENSG00000264474
MIR4657	ENSG00000284261
MIR4658	ENSG00000284518
MIR4659A	ENSG00000266038
MIR4659B	ENSG00000283386
MIR4660	ENSG00000263407
MIR4661	ENSG00000266194
MIR4662A	ENSG00000283609
MIR4662B	ENSG00000263735
MIR4663	ENSG00000266324
MIR4664	ENSG00000265660
MIR4665	ENSG00000263575
MIR4666A	ENSG00000266174
MIR4666B	ENSG00000264090
MIR4667	ENSG00000263892
MIR4668	ENSG00000266315
MIR4669	ENSG00000263897
MIR4670	ENSG00000264158
MIR4671	ENSG00000264377
MIR4672	ENSG00000263979
MIR4673	ENSG00000263403
MIR4674	ENSG00000265181
MIR4675	ENSG00000265372
MIR4676	ENSG00000266719
MIR4677	ENSG00000265201
MIR4678	ENSG00000283672
MIR4679-1	ENSG00000283664
MIR4679-2	ENSG00000265375
MIR4680	ENSG00000284482
MIR4681	ENSG00000265719
MIR4682	ENSG00000265370
MIR4683	ENSG00000284265
MIR4684	ENSG00000265422
MIR4685	ENSG00000264610
MIR4686	ENSG00000265258
MIR4687	ENSG00000284525
MIR4688	ENSG00000264102
MIR4689	ENSG00000264101
MIR4690	ENSG00000266041
MIR4691	ENSG00000284435
MIR4692	ENSG00000265064
MIR4693	ENSG00000264200
MIR4694	ENSG00000264309
MIR4695	ENSG00000265606
MIR4696	ENSG00000265902
MIR4697	ENSG00000284020
MIR4697HG	ENSG00000280237
MIR4698	ENSG00000263838
MIR4699	ENSG00000265227
MIR4700	ENSG00000284143
MIR4701	ENSG00000264201
MIR4703	ENSG00000266611
MIR4704	ENSG00000263561
MIR4705	ENSG00000264482
MIR4706	ENSG00000266531
MIR4707	ENSG00000284118
MIR4708	ENSG00000266740
MIR4709	ENSG00000283944
MIR4710	ENSG00000265291
MIR4711	ENSG00000266150
MIR4712	ENSG00000284284
MIR4713	ENSG00000266593
MIR4713HG	ENSG00000259240
MIR4714	ENSG00000264480
MIR4715	ENSG00000266517
MIR4716	ENSG00000264210
MIR4717	ENSG00000264004
MIR4718	ENSG00000264733
MIR4719	ENSG00000266426
MIR4720	ENSG00000284473
MIR4721	ENSG00000283845
MIR4722	ENSG00000284585
MIR4723	ENSG00000284532
MIR4724	ENSG00000284424
MIR4725	ENSG00000265976
MIR4726	ENSG00000273627
MIR4727	ENSG00000274054
MIR4728	ENSG00000265178
MIR4729	ENSG00000263857
MIR4730	ENSG00000264961
MIR4731	ENSG00000265110
MIR4732	ENSG00000284085
MIR4733	ENSG00000265444
MIR4734	ENSG00000275238
MIR4735	ENSG00000265986
MIR4736	ENSG00000264399
MIR4737	ENSG00000264049
MIR4738	ENSG00000283853
MIR4739	ENSG00000266665
MIR4740	ENSG00000266392
MIR4741	ENSG00000284331
MIR4742	ENSG00000266618
MIR4743	ENSG00000266276
MIR4744	ENSG00000263849
MIR4745	ENSG00000284361
MIR4746	ENSG00000266437
MIR4747	ENSG00000263409
MIR4748	ENSG00000265879
MIR4749	ENSG00000265954
MIR4750	ENSG00000284394
MIR4751	ENSG00000283842
MIR4752	ENSG00000264703
MIR4753	ENSG00000263439
MIR4754	ENSG00000266640
MIR4755	ENSG00000264616
MIR4756	ENSG00000265595
MIR4757	ENSG00000266738
MIR4758	ENSG00000284074
MIR4759	ENSG00000266133
MIR4760	ENSG00000263973
MIR4761	ENSG00000284031
MIR4762	ENSG00000264160
MIR4763	ENSG00000284175
MIR4764	ENSG00000266012
MIR4765	ENSG00000265057
MIR4766	ENSG00000266594
MIR4767	ENSG00000264268
MIR4768	ENSG00000265465
MIR4769	ENSG00000263858
MIR4770	ENSG00000265284
MIR4771-1	ENSG00000264793
MIR4771-2	ENSG00000266063
MIR4772	ENSG00000264764
MIR4773-1	ENSG00000264684
MIR4773-2	ENSG00000283569
MIR4774	ENSG00000265694
MIR4775	ENSG00000284079
MIR4776-1	ENSG00000266354
MIR4776-2	ENSG00000283637
MIR4777	ENSG00000263641
MIR4778	ENSG00000264525
MIR4779	ENSG00000265420
MIR4780	ENSG00000265003
MIR4781	ENSG00000283749
MIR4782	ENSG00000265429
MIR4783	ENSG00000264075
MIR4784	ENSG00000284149
MIR4785	ENSG00000283734
MIR4786	ENSG00000264279
MIR4787	ENSG00000272543
MIR4788	ENSG00000284561
MIR4789	ENSG00000264974
MIR4790	ENSG00000265180
MIR4791	ENSG00000271898
MIR4793	ENSG00000284575
MIR4794	ENSG00000264470
MIR4795	ENSG00000264119
MIR4796	ENSG00000264623
MIR4797	ENSG00000265850
MIR4798	ENSG00000264658
MIR4799	ENSG00000264274
MIR4800	ENSG00000284276
MIR4801	ENSG00000264319
MIR4802	ENSG00000263642
MIR4803	ENSG00000264099
MIR4804	ENSG00000263593
MIR4999	ENSG00000265390
MIR5000	ENSG00000263909
MIR5001	ENSG00000284407
MIR5002	ENSG00000266383
MIR5003	ENSG00000265160
MIR5004	ENSG00000284256
MIR5006	ENSG00000284584
MIR5007	ENSG00000264387
MIR5008	ENSG00000264483
MIR5009	ENSG00000264796
MIR5010	ENSG00000283929
MIR5011	ENSG00000263354
MIR5047	ENSG00000284368
MIR5087	ENSG00000283676
MIR5088	ENSG00000274306
MIR5089	ENSG00000264999
MIR5090	ENSG00000284176
MIR5091	ENSG00000266240
MIR5092	ENSG00000264986
MIR5093	ENSG00000266307
MIR5094	ENSG00000264966
MIR5100	ENSG00000263795
MIR5186	ENSG00000264330
MIR5187	ENSG00000284035
MIR5188	ENSG00000265345
MIR5189	ENSG00000263456
MIR5190	ENSG00000266146
MIR5191	ENSG00000264802
MIR5192	ENSG00000266097
MIR5193	ENSG00000283726
MIR5194	ENSG00000264653
MIR5195	ENSG00000265929
MIR5196	ENSG00000284034
MIR5197	ENSG00000266478
MIR5571	ENSG00000264824
MIR5572	ENSG00000284059
MIR5579	ENSG00000266570
MIR5580	ENSG00000266431
MIR5581	ENSG00000263675
MIR5582	ENSG00000263540
MIR5583-1	ENSG00000266148
MIR5583-2	ENSG00000283645
MIR5584	ENSG00000263381
MIR5585	ENSG00000266203
MIR5586	ENSG00000263629
MIR5587	ENSG00000266124
MIR5588	ENSG00000264614
MIR5589	ENSG00000266204
MIR5590	ENSG00000263783
MIR5591	ENSG00000264621
MIR5680	ENSG00000266756
MIR5681A	ENSG00000266502
MIR5681B	ENSG00000283505
MIR5682	ENSG00000264477
MIR5683	ENSG00000283616
MIR5684	ENSG00000263800
MIR5685	ENSG00000264056
MIR5687	ENSG00000265135
MIR5688	ENSG00000264084
MIR5689	ENSG00000263705
MIR5689HG	ENSG00000229401
MIR5690	ENSG00000265527
MIR5691	ENSG00000264984
MIR5692A1	ENSG00000266318
MIR5692A2	ENSG00000264512
MIR5692B	ENSG00000264580
MIR5692C1	ENSG00000265924
MIR5692C2	ENSG00000266668
MIR5693	ENSG00000266072
MIR5694	ENSG00000265993
MIR5695	ENSG00000266721
MIR5696	ENSG00000264857
MIR5697	ENSG00000265521
MIR5698	ENSG00000263987
MIR5699	ENSG00000263511
MIR5700	ENSG00000266099
MIR5701-1	ENSG00000266545
MIR5701-2	ENSG00000277841
MIR5701-3	ENSG00000264902
MIR5702	ENSG00000263363
MIR5703	ENSG00000284092
MIR5704	ENSG00000265859
MIR5705	ENSG00000263981
MIR5706	ENSG00000264536
MIR5707	ENSG00000265598
MIR5708	ENSG00000265588
MIR5739	ENSG00000276162
MIR5787	ENSG00000275334
MIR6068	ENSG00000275836
MIR6069	ENSG00000274280
MIR6070	ENSG00000278433
MIR6071	ENSG00000278783
MIR6072	ENSG00000278069
MIR6073	ENSG00000284094
MIR6074	ENSG00000276878
MIR6075	ENSG00000273742
MIR6076	ENSG00000278038
MIR6077	ENSG00000278596
MIR6078	ENSG00000274809
MIR6079	ENSG00000283477
MIR6080	ENSG00000278581
MIR6081	ENSG00000274115
MIR6082	ENSG00000278502
MIR6083	ENSG00000276656
MIR6084	ENSG00000284005
MIR6085	ENSG00000275451
MIR6086	ENSG00000283493
MIR6088	ENSG00000275726
MIR6089	ENSG00000277120
MIR6090	ENSG00000276176
MIR6124	ENSG00000275373
MIR6125	ENSG00000284360
MIR6126	ENSG00000273776
MIR6127	ENSG00000276835
MIR6128	ENSG00000274770
MIR6129	ENSG00000273500
MIR6130	ENSG00000275469
MIR6131	ENSG00000277073
MIR6132	ENSG00000283923
MIR6133	ENSG00000276137
MIR6134	ENSG00000277569
MIR6165	ENSG00000277478
MIR6499	ENSG00000276622
MIR6500	ENSG00000275816
MIR6501	ENSG00000284448
MIR6502	ENSG00000284011
MIR6503	ENSG00000275344
MIR6504	ENSG00000275109
MIR6505	ENSG00000275770
MIR6506	ENSG00000284184
MIR6507	ENSG00000274056
MIR6508	ENSG00000275523
MIR6509	ENSG00000277138
MIR6510	ENSG00000283796
MIR6511A1	ENSG00000275259
MIR6511A2	ENSG00000278221
MIR6511A3	ENSG00000276311
MIR6511A4	ENSG00000273613
MIR6511B1	ENSG00000284008
MIR6511B2	ENSG00000283346
MIR6512	ENSG00000278418
MIR6513	ENSG00000284173
MIR6514	ENSG00000274066
MIR6515	ENSG00000274417
MIR6516	ENSG00000284250
MIR6529	
MIR6715A	ENSG00000276857
MIR6715B	ENSG00000283688
MIR6716	ENSG00000284246
MIR6717	ENSG00000284122
MIR6718	ENSG00000275518
MIR6719	ENSG00000277759
MIR6720	ENSG00000275859
MIR6721	ENSG00000284469
MIR6722	ENSG00000278756
MIR6724-1	ENSG00000275950
MIR6724-2	ENSG00000274060
MIR6724-3	ENSG00000277379
MIR6724-4	ENSG00000275692
MIR6726	ENSG00000278073
MIR6727	ENSG00000283712
MIR6728	ENSG00000274258
MIR6729	ENSG00000276869
MIR6730	ENSG00000276830
MIR6731	ENSG00000278034
MIR6732	ENSG00000283724
MIR6733	ENSG00000284410
MIR6734	ENSG00000283836
MIR6735	ENSG00000274975
MIR6736	ENSG00000278549
MIR6737	ENSG00000276584
MIR6738	ENSG00000277817
MIR6739	ENSG00000277681
MIR6740	ENSG00000275207
MIR6741	ENSG00000284519
MIR6742	ENSG00000284311
MIR6743	ENSG00000283920
MIR6744	ENSG00000275669
MIR6745	ENSG00000275208
MIR6746	ENSG00000277892
MIR6747	ENSG00000276102
MIR6748	ENSG00000284535
MIR6749	ENSG00000274314
MIR6750	ENSG00000274986
MIR6751	ENSG00000284489
